ORDEN;bbdd_query;query;Procedimiento;bbdd_tabla;ORIGEN;DESTINO
448;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_06;16;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_PRIMA_SINIESTRO_MOTOR;TRANSACCIONAL.DBO.MI_PRIMA_SINIESTRO_MOTOR
449;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_06;16;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_PRIMA_EMITIDA_ACCESS;TRANSACCIONAL.DBO.MI_PRIMA_SINIESTRO_MOTOR
450;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_06;17;SOL;SOL.S1031EBB.RSASOLDB2.SUACSPOL;#PASO_PRODUCCION
451;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_06;17;SOL;SOL.S1031EBB.RSASOLDB2.SUACSITE;#PASO_PRODUCCION
452;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_06;18;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_PRIMA_SINIESTRO_MOTOR;TRANSACCIONAL.DBO.MI_PRIMA_SINIESTRO_MOTOR
453;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_06;18;;#PASO_PRODUCCION;TRANSACCIONAL.DBO.MI_PRIMA_SINIESTRO_MOTOR
454;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_06;19;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_PRIMA_SINIESTRO_MOTOR;TRANSACCIONAL.DBO.MI_PRIMA_SINIESTRO_MOTOR
455;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_06;19;PROCESOS;PROCESOS.DBO.BASE_PLANES_TECNICOS;TRANSACCIONAL.DBO.MI_PRIMA_SINIESTRO_MOTOR
456;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_06;20;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_PRIMA_SINIESTRO_MOTOR;TRANSACCIONAL.DBO.MI_PRIMA_SINIESTRO_MOTOR
457;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_06;20;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_GAMA_VEHICULOS;TRANSACCIONAL.DBO.MI_PRIMA_SINIESTRO_MOTOR
458;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_06;21;REPORTES;REPORTES.DBO.MI_PRIMA_EMITIDA_ACCESS;REPORTES.DBO.MI_PRIMA_EMITIDA_ACCESS
459;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_06;21;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_GAMA_VEHICULOS;REPORTES.DBO.MI_PRIMA_EMITIDA_ACCESS
460;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_06;22;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_PRIMA_SINIESTRO_MOTOR;TRANSACCIONAL.DBO.MI_BASE_FIN_VIGENCIA_UF
461;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_06;23;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_FIN_VIGENCIA_UF;TRANSACCIONAL.DBO.MI_BASE_FIN_VIGENCIA_UF
462;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_06;23;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_DATO_ADICIONAL_POLIZA;TRANSACCIONAL.DBO.MI_BASE_FIN_VIGENCIA_UF
463;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_06;24;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_FIN_VIGENCIA_UF;TRANSACCIONAL.DBO.MI_BASE_FIN_VIGENCIA_UF
464;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_06;24;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MAESTRO_PERSONA_FULL;TRANSACCIONAL.DBO.MI_BASE_FIN_VIGENCIA_UF
465;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_06;25;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_FIN_VIGENCIA_UF;TRANSACCIONAL.DBO.MI_BASE_FIN_VIGENCIA_UF
466;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_06;25;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MAESTRO_PERSONA_FULL;TRANSACCIONAL.DBO.MI_BASE_FIN_VIGENCIA_UF
467;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_06;26;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_FIN_VIGENCIA_UF;REPORTES.DBO.MI_BASE_FIN_VIGENCIA_UF
468;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;1;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_PRIMA_SINIESTRO_MOTOR;#REPORTES_DBO_MI_PRIMA_SINIESTRO_MOTOR
469;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;2;REPORTES;REPORTES.DBO.SURA_MOVILIDAD_TRANSACCIONAL;#AUX_1
470;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;3;;#AUX_1;#AUX_2
471;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;3;TRANSACCIONAL;TRANSACCIONAL.DBO.BASE_RESUMEN_CLIENTES;#AUX_2
472;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;4;;#REPORTES_DBO_MI_PRIMA_SINIESTRO_MOTOR;#AUX_3
473;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;4;;#AUX_2;#AUX_3
474;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;4;TRANSACCIONAL;TRANSACCIONAL.DBO.VEHICULOS_ROBADOS;#AUX_3
475;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;5;;#AUX_3;#MI_PRIMA_SINIESTRO_MOTOR
476;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;6;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_PRIMA_EMITIDA_ACCESS;#TAMAÑO
477;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;7;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_PRIMA_EMITIDA_ACCESS;#TAMAÑO2
478;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;7;;#TAMAÑO;#TAMAÑO2
479;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;8;TRANSACCIONAL;TRANSACCIONAL.DBO.TABLERO_MOTOR;#MARCAS
480;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;8;;#TAMAÑO2;#MARCAS
481;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;9;;#MI_PRIMA_SINIESTRO_MOTOR;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO
482;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;9;;#MARCAS;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO
483;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;10;;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2
484;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;10;TRANSACCIONAL;TRANSACCIONAL.DBO.BASE_ANTIGUEDAD_EMPRESAS;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2
485;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;11;;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2
486;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;11;REPORTES;REPORTES.DBO.POLIZAS_MOVILIDAD_NUEVO;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2
487;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;12;;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2
488;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;12;REPORTES;REPORTES.DBO.PLANES_TECNICOS_MOVILIDAD;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2
489;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;13;;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2
490;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;13;REPORTES;REPORTES.DBO.PLANES_TECNICOS_MOVILIDAD;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2
491;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;14;;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2
492;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;14;REPORTES;REPORTES.DBO.PLANES_TECNICOS_MOVILIDAD;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2
493;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;15;;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2
494;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;15;REPORTES;REPORTES.DBO.PLANES_TECNICOS_MOVILIDAD;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2
495;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;16;;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2
496;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;16;REPORTES;REPORTES.DBO.PLANES_TECNICOS_MOVILIDAD;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2
497;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;17;;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2
498;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;17;REPORTES;REPORTES.DBO.PLANES_TECNICOS_MOVILIDAD;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2
499;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;18;;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2
500;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;18;REPORTES;REPORTES.DBO.PLANES_TECNICOS_MOVILIDAD;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2
501;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;19;;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2
502;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;20;;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2
503;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_CORRECCIONES;21;;#MI_PRIMA_SINIESTRO_MOTOR_CALIBRADO_2;REPORTES.DBO.MI_PRIMA_SINIESTRO_MOTOR
504;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;1;SGF1034;SGF1034.ACTUARIAL.DBO.PAGOS_RVAS;#POLIZAS_UBER
505;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;2;REPORTES;REPORTES.DBO.MI_PRIMA_SINIESTRO_MOTOR;#TABLERO_MOTOR
506;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;2;SGF1034;SGF1034.GESTIONPORTAFOLIO.DBO.AGRUPAMIENTO_FLOTAS;#TABLERO_MOTOR
507;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;2;SGF1034;SGF1034.GESTIONPORTAFOLIO.DBO.AGRUPAMIENTO_CANALES;#TABLERO_MOTOR
508;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;2;SGF1034;SGF1034.GESTIONPORTAFOLIO.DBO.AGRUPAMIENTO_PLANES;#TABLERO_MOTOR
509;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;2;SGF1034;SGF1034.GESTIONPORTAFOLIO.DBO.TABLERO_FACTORES_OTROSGTOSADQ;#TABLERO_MOTOR
510;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;2;;#POLIZAS_UBER;#TABLERO_MOTOR
511;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;2;SGF1034;SGF1034.GESTIONPORTAFOLIO.DBO.TOP100_VEH;#TABLERO_MOTOR
512;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;2;SGF1034;SGF1034.GESTIONPORTAFOLIO.DBO.FACTORES_AJUSTE_RIESGO;#TABLERO_MOTOR
513;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;2;SGF1034;SGF1034.GESTIONPORTAFOLIO.DBO.MAPEO_FLOTAS;#TABLERO_MOTOR
514;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;2;SGF1034;SGF1034.GESTIONPORTAFOLIO.DBO.AUTOS_UBER;#TABLERO_MOTOR
515;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;3;REPORTES;REPORTES.DBO.MI_PRIMA_EMITIDA_ACCESS;#MIN_PER
516;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;4;;#TABLERO_MOTOR;#TABLERO_MOTOR
517;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;4;;#MIN_PER;#TABLERO_MOTOR
518;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;5;;#TABLERO_MOTOR;#TABLERO_MOTOR
519;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;5;;#MIN_PER;#TABLERO_MOTOR
520;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;6;;#TABLERO_MOTOR;#TABLERO_MOTOR
521;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;7;;#TABLERO_MOTOR;#TABLERO_MOTOR
522;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;7;SGF1034;SGF1034.GESTIONPORTAFOLIO.DBO.AGRUPAMIENTO_PLANES2;#TABLERO_MOTOR
523;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;8;;#TABLERO_MOTOR;#TABLERO_MOTOR
524;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;8;SGF1034;SGF1034.GESTIONPORTAFOLIO.DBO.RUTS_SEGMENTACION;#TABLERO_MOTOR
525;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;9;;#TABLERO_MOTOR;#TABLERO_MOTOR
526;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;10;;#TABLERO_MOTOR;#TABLERO_MOTOR
527;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;11;;#TABLERO_MOTOR;#TABLERO_MOTOR
528;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;11;SGF1034;SGF1034.GESTIONPORTAFOLIO.DBO.POLIZA_CANAL_BU;#TABLERO_MOTOR
529;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;12;;#TABLERO_MOTOR;#TABLERO_MOTOR
530;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;13;;#TABLERO_MOTOR;#TABLERO_MOTOR
531;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;14;;#TABLERO_MOTOR;#TABLERO_MOTOR
532;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;15;;#TABLERO_MOTOR;#TABLERO_MOTOR
533;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;16;;#TABLERO_MOTOR;#TABLERO_MOTOR
534;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;17;;#TABLERO_MOTOR;#TABLERO_MOTOR
535;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;18;;#TABLERO_MOTOR;#TABLERO_MOTOR
536;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;18;TRANSACCIONAL;TRANSACCIONAL.DBO.BASE_RESUMEN_CLIENTES;#TABLERO_MOTOR
537;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;18;SGF1034;SGF1034.GESTIONPORTAFOLIO.DBO.HOMOLOGACION_REGIONES;#TABLERO_MOTOR
538;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;19;;#TABLERO_MOTOR;#TABLERO_MOTOR
539;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;20;;#TABLERO_MOTOR;#TABLERO_MOTOR
540;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;21;;#TABLERO_MOTOR;#TABLERO_MOTOR
541;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;22;REPORTES;REPORTES.DBO.MI_PRIMA_SINIESTRO_MOTOR;#SISGEN
542;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;23;;#TABLERO_MOTOR;#TABLERO_MOTOR
543;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;23;;#SISGEN;#TABLERO_MOTOR
544;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;24;;#TABLERO_MOTOR;#TABLERO_MOTOR
545;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;25;REPORTES;REPORTES.DBO.MI_PRIMA_EMITIDA_ACCESS;#TAMAÑO
546;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;26;REPORTES;REPORTES.DBO.MI_PRIMA_EMITIDA_ACCESS;#TAMAÑO2
547;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;26;;#TAMAÑO;#TAMAÑO2
548;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;27;;#TABLERO_MOTOR;#TABLERO_MOTOR
549;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;27;;#TAMAÑO2;#TABLERO_MOTOR
550;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;28;;#TABLERO_MOTOR;#TABLERO_MOTOR
551;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;29;;#TABLERO_MOTOR;#TABLERO_MOTOR
552;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;29;SGF1034;SGF1034.GESTIONPORTAFOLIO.DBO.BASE_APTP;#TABLERO_MOTOR
553;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;30;REPORTES;REPORTES.DBO.SURA_MOVILIDAD_TRANSACCIONAL;#TIPOS
554;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;31;REPORTES;REPORTES.DBO.MI_PRIMA_EMITIDA_ACCESS;#TIPO2
555;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;31;;#TIPOS;#TIPO2
556;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;32;;#TABLERO_MOTOR;#TABLERO_MOTOR
557;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;32;;#TIPO2;#TABLERO_MOTOR
558;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;33;;#TABLERO_MOTOR;#TABLERO_MOTOR
559;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;34;REPORTES;REPORTES.DBO.MI_PRIMA_SINIESTRO_MOTOR;#NUEVAS
560;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;35;;#TABLERO_MOTOR;#TABLERO_MOTOR
561;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;35;;#NUEVAS;#TABLERO_MOTOR
562;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;36;;#TABLERO_MOTOR;#TABLERO_MOTOR
563;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;36;REPORTES;REPORTES.DBO.POLIZAS_MOVILIDAD_NUEVO;#TABLERO_MOTOR
564;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;37;;#TABLERO_MOTOR;#TABLERO_MOTOR
565;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;37;REPORTES;REPORTES.DBO.PLANES_TECNICOS_MOVILIDAD;#TABLERO_MOTOR
566;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;38;;#TABLERO_MOTOR;#TABLERO_MOTOR
567;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;38;REPORTES;REPORTES.DBO.PLANES_TECNICOS_MOVILIDAD;#TABLERO_MOTOR
568;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;39;;#TABLERO_MOTOR;#TABLERO_MOTOR
569;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;39;REPORTES;REPORTES.DBO.PLANES_TECNICOS_MOVILIDAD;#TABLERO_MOTOR
570;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;40;;#TABLERO_MOTOR;#TABLERO_MOTOR
571;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;40;REPORTES;REPORTES.DBO.PLANES_TECNICOS_MOVILIDAD;#TABLERO_MOTOR
572;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;41;;#TABLERO_MOTOR;#TABLERO_MOTOR
573;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;42;;#TABLERO_MOTOR;#TABLERO_MOTOR
574;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;43;;#TABLERO_MOTOR;TRANSACCIONAL.DBO.TABLERO_MOTOR
575;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;44;TRANSACCIONAL;TRANSACCIONAL.DBO.TABLERO_MOTOR;#TABLERO_MOTOR_FINAL
576;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;45;REPORTES;REPORTES.DBO.MI_PRIMA_SINIESTRO_MOTOR;#ANT_EMPRESA
577;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;46;;#TABLERO_MOTOR_FINAL;#TABLERO_MOTOR_FINAL
578;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;46;;#ANT_EMPRESA;#TABLERO_MOTOR_FINAL
579;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;47;;#TABLERO_MOTOR_FINAL;#TABLERO_MOTOR_FINAL
580;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR;48;;#TABLERO_MOTOR_FINAL;TRANSACCIONAL.DBO.TABLERO_MOTOR_FINAL
581;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR_MENSUAL;1;TRANSACCIONAL;TRANSACCIONAL.DBO.TABLERO_MOTOR;#TABLERO_MOTOR_FINAL
582;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR_MENSUAL;2;REPORTES;REPORTES.DBO.MI_PRIMA_SINIESTRO_MOTOR;#ANT_EMPRESA
583;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR_MENSUAL;3;;#TABLERO_MOTOR_FINAL;#TABLERO_MOTOR_FINAL
