ORDEN;bbdd_query;query;Procedimiento;bbdd_tabla;ORIGEN;DESTINO;
1092;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;21;;#TABLA_COTIZACIONES_UNIDA_1;#TABLA_COTIZACIONES_UNIDA_2;
1093;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;21;;#TABLA_N_COTIZACIONES;#TABLA_COTIZACIONES_UNIDA_2;
1094;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;21;;#TABLA_N_COTIZACIONES_30DIAS_GROUPED;#TABLA_COTIZACIONES_UNIDA_2;
1095;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;21;;#TABLA_N_COTIZACIONES_60DIAS_GROUPED;#TABLA_COTIZACIONES_UNIDA_2;
1096;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;22;TRANSACCIONAL;TRANSACCIONAL.DBO.RUTS_IDENTIFICADOSBOTS;#BOTS;
1097;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;22;TRANSACCIONAL;TRANSACCIONAL.DBO.RUTBOTBEQUARKS_SG;#BOTS;
1098;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;23;;#BOTS;#TABLA_BOT;
1099;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;24;;#TABLA_COTIZACIONES_UNIDA_2;#COTIZACIONES_BOT_IDENTIFICADO;
1100;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;24;;#TABLA_BOT;#COTIZACIONES_BOT_IDENTIFICADO;
1101;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;25;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.HOMOLOGACION_MARCAMODELO_FALABELLA;#TABLA_HOMOLOGACION_MAX_FECHA;
1102;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;26;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.HOMOLOGACION_MARCAMODELO_FALABELLA;#TABLA_HOMOLOGACION_INTERMEDIA;
1103;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;26;;#TABLA_HOMOLOGACION_MAX_FECHA;#TABLA_HOMOLOGACION_INTERMEDIA;
1104;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;27;;#TABLA_HOMOLOGACION_INTERMEDIA;#HOMOLOGACION_AUX;
1105;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;28;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.HOMOLOGACION_MARCAMODELO_CANAL;#TABLA_HOMOLOGACION_MAX_FECHA_CENCOSUD;
1106;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;29;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.HOMOLOGACION_MARCAMODELO_CANAL;#TABLA_HOMOLOGACION_INTERMEDIA_CENCOSUD;
1107;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;29;;#TABLA_HOMOLOGACION_MAX_FECHA_CENCOSUD;#TABLA_HOMOLOGACION_INTERMEDIA_CENCOSUD;
1108;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;30;;#TABLA_HOMOLOGACION_INTERMEDIA_CENCOSUD;#HOMOLOGACION_AUX_CENCOSUD;
1109;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;31;;#COTIZACIONES_BOT_IDENTIFICADO;#COTIZACIONES_MARCAMODELO;
1110;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;31;;#HOMOLOGACION_AUX;#COTIZACIONES_MARCAMODELO;
1111;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;32;;#HOMOLOGACION_AUX_CENCOSUD;#COTIZACIONES_MARCAMODELO;
1112;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;32;;#COTIZACIONES_MARCAMODELO;#COTIZACIONES_MARCAMODELO;
1113;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;33;;#COTIZACIONES_MARCAMODELO;#COTIZACIONES_MARCAMODELO;
1114;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;34;;#COTIZACIONES_MARCAMODELO;#COTIZACIONES_CODIGOSOL;
1115;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;34;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.MARCA;#COTIZACIONES_CODIGOSOL;
1116;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;34;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.MODELO;#COTIZACIONES_CODIGOSOL;
1117;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;35;;#COTIZACIONES_CODIGOSOL;#TABLA_FINAL_0;
1118;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;35;;#EMISIONES;#TABLA_FINAL_0;
1119;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;36;;#TABLA_FINAL_0;#TABLA_FINAL_0_DISTINCT;
1120;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;37;;#TABLA_FINAL_0_DISTINCT;#TABLA_FINAL_1;
1121;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;38;;#TABLA_FINAL_1;ALMACEN_DE_DATOS.DBO.TABLA_CONVERSION_FINAL;
1122;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;39;REPORTES;REPORTES.DBO.SURA_MOVILIDAD_TRANSACCIONAL;#AUX_TIPO_TALLER;
1123;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;40;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.TABLA_CONVERSION_FINAL;#AUX_TALLER_2;
1124;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;40;;#AUX_TIPO_TALLER;#AUX_TALLER_2;
1125;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;41;;#AUX_TALLER_2;#AUX_RUT_FACTOR;
1126;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;41;TRANSACCIONAL;TRANSACCIONAL.DBO.RUT_FACTOR_DETALLE_NUEVO;#AUX_RUT_FACTOR;
1127;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;42;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.DATA_MODELO_PERSONAL_2024Q4;#AUX_TOP100_2024;
1128;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;43;;#AUX_TOP100_2024;#AUX_MAX_TOP100;
1129;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;44;;#AUX_MAX_TOP100;#AUX_TOP100_FINAL;
1130;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;45;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.DATA_MODELO_PERSONAL_2024Q4;#AUX_TIPOVEH;
1131;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;46;;#AUX_TIPOVEH;#AUX_MAX_TIPOVEH;
1132;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;47;;#AUX_MAX_TIPOVEH;#AUX_TIPOVEH_FINAL;
1133;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;48;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.DATA_MODELO_PERSONAL_2024Q4;#AUX_REGION;
1134;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;49;;#AUX_RUT_FACTOR;#AUX_JOIN_VARIABLES;
1135;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;49;;#AUX_TOP100_FINAL;#AUX_JOIN_VARIABLES;
1136;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;49;;#AUX_REGION;#AUX_JOIN_VARIABLES;
1137;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;49;;#AUX_TIPOVEH_FINAL;#AUX_JOIN_VARIABLES;
1138;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;50;;#AUX_JOIN_VARIABLES;#AUX_JOIN_VARIABLES;
1139;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;51;;#AUX_JOIN_VARIABLES;#AUX_JOIN_VARIABLES;
1140;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;51;REPORTES;REPORTES.DBO.HOMOLOG_AUXILIAR_SCOREO;#AUX_JOIN_VARIABLES;
1141;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;52;REPORTES;REPORTES.DBO.TASACION_MARCA_MODELO_SOL;#TASACION;
1142;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;53;;#AUX_JOIN_VARIABLES;#TABLA_SCOREO;
1143;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;53;;#TASACION;#TABLA_SCOREO;
1144;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;54;;#TABLA_SCOREO;#TABLA_0;
1145;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_BASE;
1146;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_ANTIG_CL_ASE_RUT_CHANNEL;
1147;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_ANTVEH_CALC;
1148;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_CHANNEL_TO_EMB_2024;
1149;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_COMUNA_ASE;
1150;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_EDAD_ASE;
1151;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_GSE;
1152;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_DEDUCIBLE;
1153;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_SINI_TOT_0_36;
1154;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_RF_TOP100_2024;
1155;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_SEXO;
1156;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_TALLER;
1157;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_TASACION;
1158;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_TIPPLAN;
1159;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_TIPO_VIGENCIA;
1160;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_TIPO_VEH;
1161;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_CANDIDATO_EXTRANJERO;
1162;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_IND_POLIZA_TELEMATICA;
1163;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_INTER_EDAD_X_SEXO;
1164;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_INTER_REGION_X_MARCA;
1165;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_INTER_EDAD_X_TIPO_VEH;
1166;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_INTER_TASACION_X_ANTVEH;
1167;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_INTER_SEXO_X_TIPO_VEH;
1168;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_INTER_TIPO_VEH_X_GSE;
1169;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_INTER_MARCA_X_ANTVEH;
1170;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_PERIOD;
1171;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_CALIB_SALIDA_AKUR8;
1172;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_CALIB_2024Q4;
1173;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#TABLA_0;#TABLA_1;
1174;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_BASE;#TABLA_1;
1175;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_CALIB_SALIDA_AKUR8;#TABLA_1;
1176;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_CALIB_2024Q4;#TABLA_1;
1177;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_ANTIG_CL_ASE_RUT_CHANNEL;#TABLA_1;
1178;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_ANTVEH_CALC;#TABLA_1;
1179;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_CHANNEL_TO_EMB_2024;#TABLA_1;
1180;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_COMUNA_ASE;#TABLA_1;
1181;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_EDAD_ASE;#TABLA_1;
1182;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_GSE;#TABLA_1;
1183;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_DEDUCIBLE;#TABLA_1;
1184;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_SINI_TOT_0_36;#TABLA_1;
1185;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_RF_TOP100_2024;#TABLA_1;
1186;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_SEXO;#TABLA_1;
1187;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_TALLER;#TABLA_1;
1188;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_TASACION;#TABLA_1;
1189;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_TIPPLAN;#TABLA_1;
1190;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_TIPO_VIGENCIA;#TABLA_1;
1191;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_TIPO_VEH;#TABLA_1;
1192;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_CANDIDATO_EXTRANJERO;#TABLA_1;
1193;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_IND_POLIZA_TELEMATICA;#TABLA_1;
1194;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_PERIOD;#TABLA_1;
1195;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_INTER_EDAD_X_SEXO;#TABLA_1;
1196;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_INTER_REGION_X_MARCA;#TABLA_1;
1197;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_INTER_EDAD_X_TIPO_VEH;#TABLA_1;
1198;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_INTER_TASACION_X_ANTVEH;#TABLA_1;
1199;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_INTER_SEXO_X_TIPO_VEH;#TABLA_1;
1200;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_INTER_TIPO_VEH_X_GSE;#TABLA_1;
1201;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;56;;#AUX_INTER_MARCA_X_ANTVEH;#TABLA_1;
1202;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;57;;#TABLA_1;#TABLA_2;
1203;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;58;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.LOADINGS_PLAN_2025;#AUX_LOADINGS;
1204;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;59;;#TABLA_2;#TABLA_3;
1205;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;59;;#AUX_LOADINGS;#TABLA_3;
1206;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;60;;#TABLA_3;#TABLA_3;
1207;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;60;;#AUX_LOADINGS;#TABLA_3;
1208;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;61;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RATING_FACTORS;#AUX_CLIENTE_PREVIO;
1209;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;62;;#TABLA_3;#TABLA_4;
1210;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;62;;#AUX_CLIENTE_PREVIO;#TABLA_4;
1211;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;63;;#TABLA_4;#TABLA_4_AUX;
1212;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;64;;#TABLA_4_AUX;#TABLA_4_AUX_2;
1213;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;65;;#TABLA_4_AUX_2;#TABLA_5;
1214;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;65;REPORTES;REPORTES.DBO.SURA_MOVILIDAD_TRANSACCIONAL;#TABLA_5;
1215;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;66;;#TABLA_5;ALMACEN_DE_DATOS.DBO.APTP_COTIZADO_CANALES;
1216;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;67;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.APTP_COTIZADO_CANALES;#AUX_MAS_ROBADOS;
1217;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;68;;#AUX_MAS_ROBADOS;ALMACEN_DE_DATOS.DBO.APTP_COTIZADO_CANALES_2;
1218;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.ALTAS_Y_BAJAS;1;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_ALTAS_Y_BAJAS;
1219;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.ALTAS_Y_BAJAS;2;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_ALTAS_Y_BAJAS;
1220;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.ALTAS_Y_BAJAS;3;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_ALTAS_Y_BAJAS;
1221;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.ALTAS_Y_BAJAS;4;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_ALTAS_Y_BAJAS;
1222;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.ALTAS_Y_BAJAS;5;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_ALTAS_Y_BAJAS;#SURA_MOVILIDAD_ALTAS_Y_BAJAS;
1223;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.ALTAS_Y_BAJAS;6;;#SURA_MOVILIDAD_ALTAS_Y_BAJAS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_ALTAS_Y_BAJAS;
1224;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.ALTAS_Y_BAJAS;7;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_ALTAS_Y_BAJAS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_ALTAS_Y_BAJAS;
