ORDEN;bbdd_query;query;Procedimiento;bbdd_tabla;ORIGEN;DESTINO;
241;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.02_SP_SURA_TRANSACCIONAL;55;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.EMPRESA_SURA_RESUMEN;TRANSACCIONAL.DBO.EMPRESA_SURA_RESUMEN;
242;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.02_SP_SURA_TRANSACCIONAL;56;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_TRANSACCIONAL;#POL;
243;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.02_SP_SURA_TRANSACCIONAL;57;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_TRANSACCIONAL;#ENDOSOS_SIN_POLIZAS;
244;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.02_SP_SURA_TRANSACCIONAL;57;;#POL;#ENDOSOS_SIN_POLIZAS;
245;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.02_SP_SURA_TRANSACCIONAL;58;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_TRANSACCIONAL;
246;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.02_SP_SURA_TRANSACCIONAL;58;;#ENDOSOS_SIN_POLIZAS;ALMACEN_DE_DATOS.DBO.SURA_TRANSACCIONAL;
247;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.02_SP_SURA_TRANSACCIONAL;59;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_TRANSACCIONAL;TABLAS_COMPARTIDAS.DBO.SURA_TRANSACCIONAL;
248;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;1;SOL;SOL.S1031EBB.RSASOLDB2.SUACST05;ALMACEN_DE_DATOS.DBO.SURA_MA_VEHICULO;
249;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;2;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MA_VEHICULO;#ULTIMO_ENDOSO_MAR_MOD;
250;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;3;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MA_VEHICULO;#SURA_MA_VEHICULO;
251;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;3;;#ULTIMO_ENDOSO_MAR_MOD;#SURA_MA_VEHICULO;
252;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;4;SOL;SOL.S1031EBB.RSASOLDB2.TSACSDVC;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TIPO_CAMBIO;
253;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;5;SOL;SOL.S1031EBB.RSASOLDB2.TSACSVCA;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TIPO_CAMBIO;
254;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;6;SOL;SOL.S1031EBB.RSASOLDB2.SUACST06;ALMACEN_DE_DATOS.DBO.SURA_MA_CASCO;
255;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;7;SOL;SOL.S1031EBB.RSASOLDB2.SUACST09;ALMACEN_DE_DATOS.DBO.SURA_MA_ACCIDENTES_PERSONALES;
256;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;8;SOL;SOL.S1031EBB.RSASOLDB2.SOACSTVC;ALMACEN_DE_DATOS.DBO.SURA_TIPO_VEHICULO_COMPAÑIA;
257;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;9;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_TIPO_VEHICULO_COMPAÑIA;ALMACEN_DE_DATOS.DBO.SURA_MA_VEHICULO;
258;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;9;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MA_VEHICULO;ALMACEN_DE_DATOS.DBO.SURA_MA_VEHICULO;
259;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;10;SOL;SOL.S1031EBB.RSASOLDB2.SUACSMVH;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_MARCA;
260;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;10;SOL;SOL.S1031EBB.RSASOLDB2.SUACSMOV;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_MODELO;
261;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;11;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_MARCA;ALMACEN_DE_DATOS.DBO.SURA_MA_VEHICULO;
262;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;11;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MA_VEHICULO;ALMACEN_DE_DATOS.DBO.SURA_MA_VEHICULO;
263;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;12;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_MODELO;ALMACEN_DE_DATOS.DBO.SURA_MA_VEHICULO;
264;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;12;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MA_VEHICULO;ALMACEN_DE_DATOS.DBO.SURA_MA_VEHICULO;
265;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;13;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_TBACSTGE;#USO;
266;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;14;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MA_VEHICULO;ALMACEN_DE_DATOS.DBO.SURA_MA_VEHICULO;
267;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;14;;#USO;ALMACEN_DE_DATOS.DBO.SURA_MA_VEHICULO;
268;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;15;SOL;SOL.S1031EBB.RSASOLDB2.SUACSITE;ALMACEN_DE_DATOS.DBO.SURA_COMPLETO_ITEM;
269;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;15;SOL;SOL.S1031EBB.RSASOLDB2.SUACSPOL;ALMACEN_DE_DATOS.DBO.SURA_COMPLETO_ITEM;
270;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;16;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_TBACSTGE;#ITEM;
271;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;17;;#ITEM;ALMACEN_DE_DATOS.DBO.SURA_COMPLETO_ITEM;
272;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;17;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_COMPLETO_ITEM;ALMACEN_DE_DATOS.DBO.SURA_COMPLETO_ITEM;
273;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;18;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_TBACSTGE;#PLANES_TELEMATICOS;
274;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;18;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_TBACSTGE;#TALLER;
275;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;19;SOL;SOL.S1031EBB.RSASOLDB2.PDACSPPT;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_PLAN_TECNICO;
276;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;19;;#PLANES_TELEMATICOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_PLAN_TECNICO;
277;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;19;;#TALLER;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_PLAN_TECNICO;
278;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;20;SOL;SOL.S1031EBB.RSASOLDB2.SUACSSOL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;
279;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;20;SOL;SOL.S1031EBB.RSASOLDB2.SUACSIVE;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;
280;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;20;SOL;SOL.S1031EBB.RSASOLDB2.SUACSINO;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;
281;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;21;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;#PATENTES;
282;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;22;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;#OBSERVACIONES;
283;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;22;;#PATENTES;#OBSERVACIONES;
284;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;23;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;#SURA_MOVILIDAD_INSPECCIONES;
285;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;23;;#OBSERVACIONES;#SURA_MOVILIDAD_INSPECCIONES;
286;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;24;;#SURA_MOVILIDAD_INSPECCIONES;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;
287;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;25;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MAESTRO_PERSONA_FULL;#INSPECTOR;
288;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;26;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;
289;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;26;;#INSPECTOR;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;
290;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;27;SOL;SOL.S1031EBB.RSASOLDB2.SUACSNOT;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_CONTINUIDAD_COBERTURA;
291;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;28;SOL;SOL.S1031EBB.RSASOLDB2.SUACSNOT;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_CONTINUIDAD_COBERTURA;
292;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;29;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_TBACSTGE;#TIPO_INSPECCION;
293;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;30;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_TBACSTGE;#ESTADO_INSPECCION;
294;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;31;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_TBACSTGE;#CALIDAD_RIESGO;
295;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;32;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_TBACSTGE;#ORIGEN_INSPECCION;
296;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;33;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;
297;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;33;;#TIPO_INSPECCION;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;
298;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;34;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;
299;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;34;;#ESTADO_INSPECCION;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;
300;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;35;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;
301;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;35;;#CALIDAD_RIESGO;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;
302;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;36;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;
303;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;36;;#ORIGEN_INSPECCION;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;
304;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;37;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;
305;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;38;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;
306;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;39;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;
307;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;40;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;
308;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;41;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;
309;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.03_SP_SURA_MOVILIDAD_INFO_ADICIONAL;42;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_INSPECCIONES;
310;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;1;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL_BASE;
311;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;2;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL_BASE;
312;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;3;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL_BASE;#PRORROGAS;
313;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;4;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL_BASE;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL_BASE;
314;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;4;;#PRORROGAS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL_BASE;
315;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;5;;#PRORROGAS;#PRORROGAS;
316;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;5;;#PRORROGAS;#PRORROGAS;
317;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;6;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL_BASE;#PRORROGA_2;
318;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;7;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL_BASE;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL_BASE;
319;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;7;;#PRORROGA_2;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL_BASE;
320;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;8;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL_BASE;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
321;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;9;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL_BASE;#ULTIMO_ENDOSO;
322;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;9;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;#ULTIMO_ENDOSO;
